,service,flag,src_bytes,dst_bytes,count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,label
50,24,9,302,498,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
51,49,1,0,0,61,0.0,0.07,0.1,4,0.02,0.08,0.0,0
52,49,9,28,0,2,0.0,1.0,0.0,2,0.01,0.02,0.0,0
53,24,9,220,1398,26,0.0,1.0,0.0,255,1.0,0.0,0.0,4
54,12,9,43,69,120,0.0,1.0,0.0,245,0.96,0.01,0.0,4
55,12,9,44,133,73,0.0,1.0,0.0,212,0.88,0.02,0.0,4
56,14,9,8,0,1,0.0,1.0,0.0,46,1.0,0.0,0.0,1
57,66,5,0,0,135,1.0,0.07,0.06,11,0.04,0.07,1.0,0
58,18,5,0,0,24,1.0,0.5,0.08,59,0.23,0.04,1.0,0
59,12,9,43,43,148,0.0,1.0,0.0,255,1.0,0.0,0.0,4
60,20,9,641,0,2,0.0,1.0,0.0,48,0.25,0.02,0.0,4
61,49,1,0,0,206,0.0,0.02,0.06,4,0.02,0.08,0.0,0
62,49,1,0,0,175,0.1,0.01,1.0,1,0.0,0.84,0.07,1
63,24,9,310,2794,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
64,49,1,0,0,63,0.0,0.16,0.08,10,0.04,0.07,0.0,0
65,54,9,696,333,1,0.0,1.0,0.0,133,0.39,0.04,0.0,4
66,37,4,0,0,1,0.0,1.0,0.0,1,0.0,0.58,0.0,1
67,24,5,0,0,52,1.0,0.37,0.08,67,0.26,0.02,1.0,0
68,37,1,0,0,125,0.0,0.06,0.06,6,0.02,0.07,0.0,0
69,58,5,0,0,168,1.0,0.12,0.06,21,0.08,0.06,1.0,0
70,24,9,221,2878,1,0.0,1.0,0.0,58,1.0,0.0,0.0,4
71,49,5,0,0,145,1.0,0.11,0.06,31,0.12,0.05,1.0,0
72,65,9,181,0,3,0.0,0.67,0.67,93,0.36,0.01,0.0,4
73,12,9,42,42,9,0.0,1.0,0.0,83,0.99,0.02,0.0,4
74,49,5,0,0,138,1.0,0.04,0.06,6,0.02,0.07,1.0,0
75,20,9,12,0,1,0.0,1.0,0.0,47,0.55,0.07,0.0,4
76,4,5,0,0,276,1.0,0.03,0.06,9,0.04,0.06,1.0,0
77,24,9,210,2790,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
78,24,9,321,5683,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
79,49,1,0,0,248,0.0,0.03,0.06,8,0.03,0.07,0.0,0
80,24,9,329,3982,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
81,67,1,0,0,135,0.0,0.05,0.07,7,0.03,0.07,0.0,0
82,11,5,0,0,220,1.0,0.09,0.05,2,0.01,0.07,1.0,0
83,14,9,8,0,1,0.0,1.0,0.0,95,1.0,0.0,0.0,1
84,24,9,320,379,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
85,49,5,0,0,212,1.0,0.03,0.05,7,0.1,0.11,0.97,0
86,24,9,225,3762,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
87,19,5,0,0,250,1.0,0.05,0.06,1,0.0,0.07,1.0,0
88,49,1,0,0,132,0.0,0.11,0.05,15,0.06,0.06,0.0,0
89,44,9,146,105,3,0.0,0.67,0.67,2,0.02,0.54,0.0,4
90,24,9,247,1416,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
91,24,9,353,1483,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
92,12,9,44,44,109,0.0,0.99,0.02,254,1.0,0.01,0.0,4
93,49,1,0,0,146,0.0,0.12,0.05,10,0.04,0.08,0.0,0
94,7,5,0,0,300,1.0,0.02,0.06,3,0.01,0.07,1.0,0
95,54,9,3065,331,1,0.0,1.0,0.0,119,0.48,0.02,0.01,4
96,44,9,102,102,1,0.0,1.0,0.0,1,0.14,0.29,0.0,4
97,24,9,259,750,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
98,44,9,147,105,2,0.0,1.0,0.0,2,0.01,0.42,0.0,4
99,49,5,0,0,129,1.0,0.12,0.05,12,0.05,0.05,1.0,0
100,24,9,0,354,32,0.03,1.0,0.0,255,1.0,0.0,0.0,4
101,24,9,309,306,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
102,24,1,0,0,1,0.0,1.0,0.0,247,1.0,0.0,0.0,4
103,24,9,278,7227,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
104,49,9,28,0,82,0.0,1.0,0.0,182,0.71,0.29,0.09,0
105,24,9,313,761,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
106,24,9,219,1212,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
107,24,9,245,9165,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
108,24,9,328,2243,21,0.0,1.0,0.0,255,1.0,0.0,0.0,4
109,24,1,0,0,1,0.0,1.0,0.0,249,1.0,0.0,0.0,4
110,24,9,251,301,3,0.0,1.0,0.0,252,0.99,0.01,0.0,4
111,54,9,2089,335,2,0.0,0.5,1.0,152,0.6,0.03,0.01,4
112,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
113,24,9,237,511,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
114,24,9,324,431,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
115,49,4,1,0,2,0.0,1.0,0.0,2,0.01,0.69,0.0,1
116,2,1,0,0,110,0.0,0.15,0.05,17,0.07,0.07,0.0,0
117,49,9,105,145,4,0.0,0.25,0.5,239,0.94,0.01,0.0,4
118,24,9,218,974,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
119,24,9,325,2649,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
120,67,1,0,0,246,0.0,0.08,0.07,20,0.08,0.07,0.0,0
121,5,1,0,0,272,0.0,0.07,0.07,19,0.07,0.08,0.0,0
122,7,5,0,0,259,1.0,0.03,0.07,8,0.03,0.08,1.0,0
123,24,9,328,275,9,0.0,1.0,0.0,250,0.98,0.01,0.0,4
124,5,5,0,0,294,1.0,0.02,0.05,8,0.03,0.07,1.0,0
125,18,9,9,138,1,0.0,1.0,0.0,10,0.03,0.03,0.01,4
126,12,9,46,46,96,0.0,1.0,0.0,254,1.0,0.01,0.0,4
127,54,9,1079,334,1,0.0,1.0,0.0,167,0.57,0.03,0.0,4
128,12,9,45,139,79,0.0,1.0,0.0,254,1.0,0.01,0.0,4
129,19,9,273,903,1,0.0,1.0,0.0,49,0.28,0.02,0.01,4
130,49,5,0,0,190,1.0,0.11,0.06,20,0.08,0.08,1.0,0
131,32,1,0,0,135,0.0,0.04,0.06,1,0.0,0.07,0.0,0
132,24,9,237,138,2,0.0,1.0,0.0,2,1.0,0.0,0.0,4
133,24,9,225,1357,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
134,49,5,0,0,123,1.0,0.06,0.06,7,0.03,0.08,1.0,0
135,58,5,0,0,245,1.0,0.08,0.06,7,0.03,0.07,1.0,0
136,44,9,147,0,3,0.0,0.33,0.67,1,0.0,0.61,0.0,4
137,24,9,262,1011,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
138,15,9,1032,0,263,0.0,1.0,0.0,255,1.0,0.0,0.0,0
139,49,5,0,0,109,1.0,0.12,0.06,7,0.03,0.06,1.0,0
140,24,9,261,8412,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
141,5,1,0,0,145,0.0,0.06,0.08,8,0.03,0.09,0.0,0
142,37,1,0,0,250,0.0,0.01,0.07,2,0.01,0.07,0.0,0
143,24,9,294,1719,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
144,24,9,221,981,2,0.0,1.0,0.0,82,1.0,0.0,0.0,4
145,24,9,284,10352,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
146,21,10,0,0,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1
147,24,9,309,16096,3,0.0,1.0,0.0,129,1.0,0.0,0.0,4
148,20,9,334,0,2,0.0,1.0,0.0,26,1.0,0.0,0.0,2
149,60,5,0,0,13,1.0,0.31,0.31,64,0.25,0.02,1.0,0
150,49,5,0,0,87,1.0,0.01,0.07,1,0.0,0.06,1.0,0
151,24,9,214,283,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
152,68,5,0,0,292,1.0,0.04,0.05,14,0.05,0.08,1.0,0
153,59,5,0,0,295,1.0,0.06,0.05,1,0.0,0.08,1.0,0
154,26,5,0,0,143,1.0,0.1,0.06,15,0.06,0.05,1.0,0
155,12,9,46,78,278,0.0,1.0,0.01,254,1.0,0.01,0.0,4
156,20,9,748,0,1,0.0,1.0,0.0,92,0.83,0.33,0.0,4
157,16,5,0,0,102,1.0,0.19,0.06,18,0.07,0.06,1.0,0
158,14,9,8,0,1,0.0,1.0,0.0,15,1.0,0.0,0.0,1
159,69,5,0,0,251,1.0,0.01,0.07,3,0.01,0.08,1.0,0
160,24,9,329,8437,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
161,20,9,9,0,2,0.0,1.0,0.0,119,0.5,0.38,0.0,4
162,12,9,46,128,222,0.0,1.0,0.0,253,0.99,0.01,0.0,4
163,20,9,1766,0,2,0.0,1.0,0.0,6,0.02,0.02,0.0,4
164,51,5,0,0,260,1.0,0.02,0.06,4,0.02,0.07,1.0,0
165,44,4,1,0,2,0.0,1.0,0.0,2,0.01,0.74,0.0,1
166,18,9,8,135,1,0.0,1.0,0.0,6,0.03,0.03,0.0,4
167,24,9,266,529,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
168,20,9,245,0,3,0.0,0.67,0.67,68,0.32,0.06,0.0,4
169,24,9,295,465,11,0.0,1.0,0.0,255,1.0,0.0,0.0,4
170,21,5,0,0,44,1.0,0.27,0.11,12,0.05,0.08,1.0,0
171,24,9,228,6834,2,0.0,1.0,0.0,19,1.0,0.0,0.0,4
172,15,9,1032,0,511,0.0,1.0,0.0,212,0.83,0.02,0.0,0
173,28,1,0,0,272,0.0,0.06,0.06,15,0.06,0.07,0.0,0
174,49,5,0,0,122,0.99,0.16,0.07,19,0.07,0.05,1.0,0
175,69,5,0,0,287,1.0,0.01,0.05,3,0.01,0.05,1.0,0
176,24,1,0,0,1,0.0,1.0,0.0,195,1.0,0.0,0.0,4
177,44,1,0,0,486,0.08,0.0,0.95,1,0.0,0.91,0.11,1
178,44,9,1,0,22,0.0,0.27,0.09,6,0.02,0.06,0.0,1
179,29,5,0,0,286,1.0,0.03,0.06,11,0.04,0.07,1.0,0
180,15,9,30,0,1,0.0,1.0,0.0,247,1.0,0.0,0.0,4
181,54,9,2078,333,1,0.0,1.0,0.0,117,0.31,0.03,0.0,4
182,20,9,19,0,1,0.0,1.0,0.0,5,0.02,0.04,0.0,4
183,54,9,661,329,1,0.0,1.0,0.0,69,0.36,0.02,0.0,4
184,49,9,28,0,35,0.0,0.97,0.06,34,0.13,0.02,0.0,0
185,20,5,0,0,28,1.0,0.07,0.14,42,0.16,0.03,1.0,0
186,49,5,0,0,108,1.0,0.17,0.07,18,0.07,0.07,1.0,0
187,49,5,0,0,101,1.0,0.05,0.06,15,0.06,0.07,1.0,0
188,54,9,1075,364,1,0.0,1.0,0.0,100,0.39,0.17,0.0,4
189,24,9,223,656,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
190,19,9,350,1185,1,0.0,1.0,0.0,142,0.56,0.02,0.0,2
191,24,9,233,2470,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
192,49,5,0,0,223,1.0,0.04,0.07,9,0.04,0.05,1.0,0
193,13,5,0,0,223,1.0,0.08,0.06,17,0.07,0.06,1.0,0
194,24,9,201,1938,19,0.0,1.0,0.0,255,1.0,0.0,0.0,4
195,24,9,271,4781,4,0.0,1.0,0.0,28,1.0,0.0,0.0,4
196,20,9,14416,0,1,0.0,1.0,0.0,50,0.19,0.02,0.0,4
197,24,9,227,11564,5,0.0,1.0,0.0,52,1.0,0.0,0.0,4
198,49,1,0,0,406,0.0,0.0,0.52,1,0.0,0.52,0.0,1
199,24,9,225,2445,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
200,24,9,176,426,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
201,30,5,0,0,143,1.0,0.1,0.06,14,0.05,0.06,1.0,0
202,24,9,227,762,17,0.0,1.0,0.0,255,1.0,0.0,0.0,4
203,54,9,855,575,1,0.0,1.0,0.0,20,0.08,0.02,0.0,4
204,54,9,944,330,1,0.0,1.0,0.0,166,0.63,0.02,0.0,4
205,54,9,954,326,2,0.0,0.5,1.0,104,0.71,0.11,0.0,4
206,67,5,0,0,201,1.0,0.09,0.06,18,0.07,0.07,1.0,0
207,24,9,166,34660,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
208,24,9,306,2698,4,0.0,1.0,0.0,240,0.94,0.01,0.0,4
209,38,5,0,0,124,1.0,0.15,0.05,19,0.07,0.05,1.0,0
210,49,1,0,0,162,0.05,0.01,1.0,1,0.0,0.8,0.03,1
211,15,9,1480,0,2,0.0,1.0,0.0,38,1.0,0.0,0.0,0
212,29,5,0,0,277,1.0,0.06,0.05,17,0.07,0.07,1.0,0
213,24,9,313,8549,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
214,33,5,0,0,274,1.0,0.08,0.05,22,0.09,0.05,1.0,0
215,57,5,0,0,141,1.0,0.09,0.06,16,0.06,0.06,1.0,0
216,24,9,285,6008,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
217,24,9,226,1411,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
218,24,9,256,12984,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
219,54,9,3740,449,1,0.0,1.0,0.0,185,0.68,0.02,0.0,4
220,24,9,224,449,10,0.1,1.0,0.0,255,1.0,0.0,0.03,4
221,34,5,0,0,103,1.0,0.03,0.07,3,0.01,0.07,1.0,0
222,20,9,832,0,1,0.0,1.0,0.0,28,1.0,0.0,0.0,2
223,18,5,0,0,246,1.0,0.08,0.06,20,0.08,0.07,1.0,0
224,14,9,8,0,1,0.0,1.0,0.0,25,1.0,0.0,0.0,1
225,24,9,201,169,7,0.0,1.0,0.0,255,1.0,0.0,0.03,4
226,24,9,285,304,32,0.0,1.0,0.0,255,1.0,0.0,0.0,4
227,31,5,0,0,125,1.0,0.19,0.05,24,0.09,0.05,1.0,0
228,20,9,7422,0,8,0.0,1.0,0.0,44,0.17,0.02,0.0,4
229,24,9,198,12884,2,0.0,1.0,0.0,2,1.0,0.0,0.0,4
230,54,9,2310,328,1,0.0,1.0,0.0,157,0.62,0.02,0.0,4
231,24,9,331,955,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
232,65,9,65,0,9,0.0,0.22,0.22,16,0.06,0.01,0.0,4
233,49,9,28,0,4,0.0,1.0,0.0,71,0.28,0.01,0.0,0
234,12,9,45,77,171,0.0,1.0,0.0,232,0.91,0.01,0.0,4
235,19,2,0,0,250,0.0,0.01,0.06,3,0.01,0.07,0.0,0
236,4,5,0,0,238,1.0,0.03,0.07,7,0.03,0.07,1.0,0
237,31,5,0,0,102,1.0,0.02,0.07,2,0.01,0.06,1.0,0
238,18,9,9,142,1,0.0,1.0,0.0,12,0.05,0.03,0.0,4
239,24,9,283,912,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
240,24,9,221,1789,2,0.5,1.0,0.0,255,1.0,0.0,0.01,4
241,14,9,18,0,1,0.0,1.0,0.0,123,1.0,0.0,0.0,1
242,68,5,0,0,281,1.0,0.01,0.06,3,0.01,0.07,1.0,0
243,60,5,0,0,30,1.0,0.07,0.13,52,0.2,0.03,1.0,0
244,20,5,0,0,276,1.0,0.03,0.06,8,0.03,0.06,1.0,0
245,24,9,302,1380,5,0.0,1.0,0.0,187,0.88,0.02,0.0,4
246,49,5,0,0,163,1.0,0.06,0.09,9,0.04,0.1,1.0,0
247,14,9,8,0,1,0.0,1.0,0.0,60,1.0,0.0,0.0,1
248,49,5,0,0,301,1.0,0.07,0.06,19,0.07,0.05,1.0,0
249,24,9,355,870,28,0.0,1.0,0.0,255,1.0,0.0,0.0,4
250,14,9,8,0,1,0.0,1.0,0.0,63,1.0,0.0,0.0,1
251,60,9,106,1468,1,0.0,1.0,0.0,1,0.01,0.04,0.0,4
252,24,9,286,1423,16,0.0,1.0,0.0,255,1.0,0.0,0.0,4
253,44,4,1,0,2,0.0,1.0,0.0,2,0.01,0.74,0.0,1
254,55,10,0,0,1,1.0,1.0,0.0,1,0.0,1.0,1.0,1
255,15,9,1032,0,46,0.0,1.0,0.0,46,0.18,0.02,0.0,0
256,24,9,168,9551,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
257,24,9,238,864,39,0.0,1.0,0.0,255,1.0,0.0,0.0,4
258,49,4,0,0,1,0.0,1.0,0.0,1,0.0,0.38,0.0,1
259,24,9,291,10369,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
260,68,5,0,0,211,1.0,0.1,0.05,22,0.09,0.05,1.0,0
261,54,9,749,330,1,0.0,1.0,0.0,129,0.74,0.11,0.0,4
262,24,9,198,6924,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
263,35,1,0,0,280,0.0,0.04,0.06,11,0.04,0.07,0.0,0
264,24,9,167,709,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
265,24,9,241,851,17,0.0,1.0,0.0,255,1.0,0.0,0.0,4
266,24,9,337,3360,6,0.0,1.0,0.0,255,1.0,0.0,0.0,4
267,54,9,729,328,1,0.0,1.0,0.0,156,0.41,0.04,0.0,4
268,14,9,8,0,1,0.0,1.0,0.0,111,1.0,0.0,0.0,1
269,7,5,0,0,201,1.0,0.0,0.06,4,0.02,0.07,1.0,0
270,24,9,222,1483,3,0.0,1.0,0.0,255,1.0,0.0,0.0,4
271,4,1,0,0,276,0.0,0.05,0.06,14,0.05,0.07,0.0,0
272,24,1,0,0,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
273,12,9,46,134,145,0.0,1.0,0.0,255,1.0,0.0,0.0,4
274,24,9,246,2719,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
275,24,9,222,771,8,0.0,1.0,0.0,255,1.0,0.0,0.0,4
276,68,5,0,0,258,1.0,0.04,0.05,10,0.04,0.05,1.0,0
277,49,5,0,0,256,1.0,0.05,0.06,10,0.04,0.07,1.0,0
278,60,9,279,9598,1,0.0,1.0,0.0,113,0.45,0.01,0.8,4
279,24,9,226,651,12,0.0,1.0,0.0,255,1.0,0.0,0.0,4
280,24,9,299,447,26,0.0,1.0,0.0,255,1.0,0.0,0.0,4
281,24,5,0,0,14,1.0,0.43,0.29,26,0.28,0.04,1.0,0
282,20,9,12,0,2,0.0,1.0,0.0,88,0.36,0.27,0.0,4
283,24,9,281,1951,30,0.0,1.0,0.0,255,1.0,0.0,0.0,4
284,5,5,0,0,138,1.0,0.18,0.05,25,0.1,0.05,1.0,0
285,12,9,42,42,4,0.0,1.0,0.0,245,0.96,0.01,0.0,4
286,19,5,0,0,300,1.0,0.02,0.06,7,0.03,0.07,1.0,0
287,63,5,0,0,199,1.0,0.05,0.07,9,0.04,0.07,1.0,0
288,24,9,263,453,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
289,49,4,1,0,2,0.0,1.0,0.0,2,0.01,0.5,0.0,1
290,19,2,0,0,1,0.0,1.0,0.0,43,0.2,0.02,0.0,4
291,49,5,0,0,144,1.0,0.1,0.06,30,0.12,0.06,1.0,0
292,55,5,0,0,104,1.0,0.04,0.07,18,0.07,0.07,1.0,0
293,24,9,283,1980,18,0.0,1.0,0.0,255,1.0,0.0,0.0,4
294,24,9,161,5530,2,0.0,1.0,0.0,255,1.0,0.0,0.0,4
295,24,9,211,321,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
296,24,9,201,1701,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
297,14,9,8,0,1,0.0,1.0,0.0,112,1.0,0.0,0.0,1
298,44,9,147,0,3,0.0,0.33,0.67,1,0.0,0.67,0.0,4
299,49,5,0,0,74,1.0,0.22,0.05,5,0.02,0.06,1.0,0
300,20,9,567,0,1,0.0,1.0,0.0,38,0.25,0.09,0.0,4
301,23,1,0,0,225,0.0,0.01,0.07,2,0.01,0.08,0.0,0
302,60,5,0,0,66,0.97,0.24,0.09,52,0.2,0.04,1.0,0
303,20,9,5131424,0,1,0.0,1.0,0.0,42,1.0,0.0,0.0,2
304,24,9,320,420,7,0.0,1.0,0.0,255,1.0,0.0,0.0,4
305,14,9,8,0,1,0.0,1.0,0.0,61,1.0,0.0,0.0,1
306,54,5,0,0,2,0.5,1.0,0.0,101,0.4,0.05,0.01,4
307,24,9,204,1229,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
308,63,4,0,0,1,0.0,1.0,0.0,1,0.0,0.16,0.0,1
309,20,9,10389,0,1,0.0,1.0,0.0,81,0.32,0.02,0.0,4
310,66,5,0,0,139,1.0,0.09,0.06,13,0.05,0.07,1.0,0
311,24,9,344,573,28,0.04,1.0,0.0,255,1.0,0.0,0.0,4
312,17,2,0,0,144,0.0,0.11,0.06,9,0.04,0.06,0.0,0
313,37,5,0,0,241,1.0,0.08,0.05,19,0.07,0.07,1.0,0
314,24,9,243,821,15,0.0,1.0,0.0,255,1.0,0.0,0.0,4
315,15,9,1032,0,213,0.0,1.0,0.0,255,1.0,0.0,0.0,0
316,14,9,8,0,1,0.0,1.0,0.0,11,1.0,0.0,0.0,1
317,49,1,0,0,36,0.17,0.03,1.0,1,0.0,0.47,0.02,1
318,49,9,105,146,3,0.0,0.67,0.67,239,0.94,0.01,0.0,4
319,49,5,0,0,254,1.0,0.07,0.05,17,0.07,0.06,1.0,0
320,54,9,1080,327,1,0.0,1.0,0.0,154,0.58,0.02,0.0,4
321,60,5,0,0,295,1.0,0.02,0.05,7,0.03,0.05,1.0,0
322,49,5,0,0,171,1.0,0.02,0.07,14,0.05,0.07,1.0,0
323,2,5,0,0,179,1.0,0.01,0.06,5,0.02,0.07,1.0,0
324,54,9,657,326,2,0.0,0.5,1.0,11,0.04,0.6,0.0,4
325,26,5,0,0,101,1.0,0.07,0.06,3,0.01,0.07,1.0,0
326,24,9,284,765,9,0.0,1.0,0.0,255,1.0,0.0,0.0,4
327,24,9,261,15455,22,0.0,1.0,0.0,255,1.0,0.0,0.0,4
328,24,9,317,315,1,0.0,1.0,0.0,255,1.0,0.0,0.0,4
329,12,9,33,0,8,0.0,1.0,0.0,36,0.14,0.03,0.0,4
330,49,1,0,0,2,0.0,0.5,1.0,1,0.0,0.6,0.01,1
331,49,4,0,0,1,0.0,1.0,0.0,1,0.0,0.64,0.0,1
332,12,9,44,70,195,0.0,1.0,0.0,234,0.92,0.01,0.0,4
333,24,9,215,584,4,0.0,1.0,0.0,255,1.0,0.0,0.0,4
334,49,5,0,0,260,1.0,0.03,0.07,7,0.03,0.07,1.0,0
335,24,9,332,2844,14,0.0,1.0,0.0,255,1.0,0.0,0.0,4
336,54,9,978,334,1,0.0,1.0,0.0,164,0.75,0.03,0.0,4
337,24,9,296,5670,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
338,60,5,0,0,125,1.0,0.1,0.06,8,0.03,0.07,1.0,0
339,49,1,0,0,139,0.0,0.07,0.06,6,0.02,0.09,0.0,0
340,24,9,214,9986,10,0.0,1.0,0.0,255,1.0,0.0,0.0,4
341,49,5,0,0,251,1.0,0.03,0.07,2,0.01,0.07,1.0,0
342,43,9,48,48,1,0.0,1.0,0.0,23,0.55,0.05,0.0,4
