,dur,sbytes,dbytes,rate,sttl,dttl,sload,dload,dinpkt,smean,dmean,ct_state_ttl,label
43,0.759306,534,354,22.388865,254,252,5067.785645,3266.1403809999997,98.501711,53,44,1,0
44,1.294036,2516,354,13.137192,254,252,14002.701169999998,1916.484497,173.331141,252,44,1,0
45,1.059359,830,1134,16.047441,62,252,5641.147461,7498.874512,132.899281,83,142,1,0
46,0.6240479999999999,534,268,24.036613,254,252,6166.192383,2871.573975,106.834797,53,45,1,0
47,1.190292,2516,354,14.282210000000001,254,252,15223.15527,2083.522461,154.911719,252,44,1,0
48,0.9994719999999999,534,268,15.007924,254,252,3850.032715,1792.946655,178.405406,53,45,1,0
49,0.990548,804,1414,19.181301,62,252,5847.268066,10281.17773,100.616555,80,141,1,0
50,0.655618,534,268,22.879176,254,252,5869.271484000001,2733.298828,107.04700000000001,53,45,1,0
51,0.810167,2516,354,20.983328,254,252,22365.75781,3061.097168,98.96643,252,44,1,0
52,14.846565,990,0,1.414469,254,0,509.208679,0.0,0.0,45,0,6,0
53,14.846565,990,0,1.414469,254,0,509.208679,0.0,0.0,45,0,6,0
54,14.846565,990,0,1.414469,254,0,509.208679,0.0,0.0,45,0,6,0
55,1.5887879999999999,534,268,9.441158999999999,254,252,2421.971924,1127.903809,301.393594,53,45,1,0
56,1.151373,2516,354,14.76498,254,252,15737.73145,2153.949951,144.751719,252,44,1,0
57,14.355273,900,0,1.323555,254,0,476.47995,0.0,0.0,45,0,6,0
58,14.355273,900,0,1.323555,254,0,476.47995,0.0,0.0,45,0,6,0
59,14.355273,900,0,1.323555,254,0,476.47995,0.0,0.0,45,0,6,0
60,15.53235,900,0,1.2232530000000001,254,0,440.371246,0.0,0.0,45,0,6,0
61,15.590976999999999,900,0,1.2186540000000001,254,0,438.71530199999995,0.0,0.0,45,0,6,0
62,15.53235,900,0,1.2232530000000001,254,0,440.371246,0.0,0.0,45,0,6,0
63,15.53235,900,0,1.2232530000000001,254,0,440.371246,0.0,0.0,45,0,6,0
64,15.590976999999999,900,0,1.2186540000000001,254,0,438.71530199999995,0.0,0.0,45,0,6,0
65,15.590976999999999,900,0,1.2186540000000001,254,0,438.71530199999995,0.0,0.0,45,0,6,0
66,1.074494,2516,354,15.821401000000002,254,252,16863.75195,2308.063232,135.148,252,44,1,0
67,15.979695999999999,810,0,1.06385,254,0,382.985992,0.0,0.0,45,0,6,0
68,15.226356,810,0,1.116485,254,0,401.934662,0.0,0.0,45,0,6,0
69,15.979695999999999,810,0,1.06385,254,0,382.985992,0.0,0.0,45,0,6,0
70,15.226356,810,0,1.116485,254,0,401.934662,0.0,0.0,45,0,6,0
71,15.979695999999999,810,0,1.06385,254,0,382.985992,0.0,0.0,45,0,6,0
72,1.303518,898,1120,14.575939000000002,62,252,5057.083984000001,6014.492676,175.467,75,140,1,0
73,15.226356,810,0,1.116485,254,0,401.934662,0.0,0.0,45,0,6,0
74,15.374568,720,0,0.9756370000000001,254,0,351.22937,0.0,0.0,45,0,6,0
75,15.374568,720,0,0.9756370000000001,254,0,351.22937,0.0,0.0,45,0,6,0
76,15.374568,720,0,0.9756370000000001,254,0,351.22937,0.0,0.0,45,0,6,0
77,0.582389,534,268,25.755981,254,252,6607.267578,3076.981201,96.684398,53,45,1,0
78,16.448053,630,0,0.790367,254,0,284.532166,0.0,0.0,45,0,6,0
79,16.76671,630,0,0.775346,254,0,279.12451200000004,0.0,0.0,45,0,6,0
80,16.76671,630,0,0.775346,254,0,279.12451200000004,0.0,0.0,45,0,6,0
81,15.40279,630,0,0.8440030000000001,254,0,303.841064,0.0,0.0,45,0,6,0
82,16.448053,630,0,0.790367,254,0,284.532166,0.0,0.0,45,0,6,0
83,2.462774,2516,354,6.902785000000001,254,252,7357.556640999999,1006.994507,328.57671899999997,252,44,1,0
84,1.047169,534,354,16.234247,254,252,3674.669678,2368.290283,132.691281,53,44,1,0
85,16.76671,630,0,0.775346,254,0,279.12451200000004,0.0,0.0,45,0,6,0
86,16.448053,630,0,0.790367,254,0,284.532166,0.0,0.0,45,0,6,0
87,15.40279,630,0,0.8440030000000001,254,0,303.841064,0.0,0.0,45,0,6,0
88,15.40279,630,0,0.8440030000000001,254,0,303.841064,0.0,0.0,45,0,6,0
89,2.417396,896,1142,8.687033,62,252,2720.282471,3402.007568,251.911219,75,114,1,0
90,16.044233,540,0,0.685605,254,0,246.817657,0.0,0.0,45,0,6,0
91,16.352577,540,0,0.6726770000000001,254,0,242.163666,0.0,0.0,45,0,6,0
92,16.044233,540,0,0.685605,254,0,246.817657,0.0,0.0,45,0,6,0
93,16.352577,540,0,0.6726770000000001,254,0,242.163666,0.0,0.0,45,0,6,0
94,16.352577,540,0,0.6726770000000001,254,0,242.163666,0.0,0.0,45,0,6,0
95,16.044233,540,0,0.685605,254,0,246.817657,0.0,0.0,45,0,6,0
96,0.664512,534,268,22.572957000000002,254,252,5790.71582,2696.71582,114.784602,53,45,1,0
97,0.860208,534,268,17.437642999999998,254,252,4473.336914,2083.217041,156.240203,53,45,1,0
98,15.102544,450,0,0.5959260000000001,254,0,214.53340099999997,0.0,0.0,45,0,6,0
99,1.9794450000000001,810,1228,9.59865,62,252,2946.280518,4469.939941,211.908,81,123,1,0
100,15.102544,450,0,0.5959260000000001,254,0,214.53340099999997,0.0,0.0,45,0,6,0
101,1.763225,2516,354,9.641424,254,252,10276.624020000001,1406.513672,229.543281,252,44,1,0
102,0.651652,534,268,23.018422,254,252,5904.992188,2749.934082,112.848203,53,45,1,0
103,15.684376,450,0,0.573819,254,0,206.57501200000002,0.0,0.0,45,0,6,0
104,15.684376,450,0,0.573819,254,0,206.57501200000002,0.0,0.0,45,0,6,0
105,15.008935999999999,360,0,0.46638900000000005,254,0,167.899979,0.0,0.0,45,0,6,0
106,15.008935999999999,360,0,0.46638900000000005,254,0,167.899979,0.0,0.0,45,0,6,0
107,1.15935,534,354,14.663388000000001,254,252,3319.1010739999997,2139.129639,153.663141,53,44,1,0
108,16.131804000000002,360,0,0.433925,254,0,156.213165,0.0,0.0,45,0,6,0
109,16.131804000000002,360,0,0.433925,254,0,156.213165,0.0,0.0,45,0,6,0
110,0.717487,534,268,20.906303,254,252,5363.163574,2497.606201,126.87100000000001,53,45,1,0
111,16.488672,270,0,0.303238,254,0,109.16585500000001,0.0,0.0,45,0,6,0
112,0.874834,2516,354,19.432257999999997,254,252,20712.5,2834.823486,104.87743,252,44,1,0
113,16.800188000000002,270,0,0.297616,254,0,107.141655,0.0,0.0,45,0,6,0
114,16.488672,270,0,0.303238,254,0,109.16585500000001,0.0,0.0,45,0,6,0
115,16.800188000000002,270,0,0.297616,254,0,107.141655,0.0,0.0,45,0,6,0
116,1.538604,814,1266,12.348856,62,252,3811.2470700000003,5927.451172,158.795219,81,127,1,0
117,16.136995000000002,270,0,0.309847,254,0,111.54493000000001,0.0,0.0,45,0,6,0
118,16.136995000000002,270,0,0.309847,254,0,111.54493000000001,0.0,0.0,45,0,6,0
119,17.272807999999998,180,0,0.173683,254,0,62.526024,0.0,0.0,45,0,6,0
120,17.267853,180,0,0.173733,254,0,62.543964,0.0,0.0,45,0,6,0
121,17.267853,180,0,0.173733,254,0,62.543964,0.0,0.0,45,0,6,0
122,0.8692059999999999,534,268,17.257129,254,252,4427.028809,2061.651611,152.09179699999999,53,45,1,0
123,19.176810999999997,180,0,0.15643900000000002,254,0,56.31802,0.0,0.0,45,0,6,0
124,17.272807999999998,180,0,0.173683,254,0,62.526024,0.0,0.0,45,0,6,0
125,16.687513,180,0,0.179775,254,0,64.719048,0.0,0.0,45,0,6,0
126,19.176810999999997,180,0,0.15643900000000002,254,0,56.31802,0.0,0.0,45,0,6,0
127,0.8167810000000001,2516,268,18.364776000000003,254,252,22184.65039,2193.978516,137.69279699999998,252,45,1,0
128,16.687513,180,0,0.179775,254,0,64.719048,0.0,0.0,45,0,6,0
129,0.724897,534,268,20.692594,254,252,5308.340332,2472.075195,114.13600000000001,53,45,1,0
130,1.6252870000000001,876,1182,11.690242999999999,62,252,3952.532471,5094.484863000001,221.341281,73,148,1,0
131,1.7391419999999997,2516,354,9.774935000000001,254,252,10418.93066,1425.990601,237.767719,252,44,1,0
132,0.885835,534,268,16.933176,254,252,4343.924316,2022.950073,146.184594,53,45,1,0
133,1.1794850000000001,534,354,14.413070999999999,254,252,3262.440918,2102.612549,157.24,53,44,1,0
134,1.318945,2516,354,12.889089,254,252,13738.25195,1880.2906489999998,176.796141,252,44,1,0
135,1.048635,824,1206,16.211551,62,252,5660.692383,8056.1875,129.34943,82,151,1,0
136,1.49338,822,1378,12.722817,62,252,3964.161865,6648.006836,154.136328,82,138,1,0
137,1.49338,822,1378,12.722817,62,252,3964.161865,6648.006836,154.136328,82,138,1,0
138,0.6578430000000001,534,354,25.842032,254,252,5849.419922,3769.8964840000003,82.13343,53,44,1,0
139,1.49338,822,1378,12.722817,62,252,3964.161865,6648.006836,154.136328,82,138,1,0
140,1.450415,2516,354,11.720783,254,252,12492.97559,1709.855469,196.436281,252,44,1,0
141,1.45018,534,354,11.722682,254,252,2653.463623,1710.132446,186.609422,53,44,1,0
142,1.3022690000000001,534,354,13.054139,254,252,2954.842773,1904.36853,173.98,53,44,1,0
143,1.20946,816,1294,14.055859,62,252,4861.673828,7494.253418000001,161.68314099999998,82,162,1,0
144,0.638839,2516,268,23.480094,254,252,28363.95313,2805.088623,99.882797,252,45,1,0
145,1.3683530000000002,810,1138,13.885306,62,252,4262.058105,5992.605469,140.481,81,114,1,0
146,1.3683530000000002,810,1138,13.885306,62,252,4262.058105,5992.605469,140.481,81,114,1,0
147,0.963874,2516,354,17.63716,254,252,18799.13867,2572.950439,128.774,252,44,1,0
148,0.866189,534,354,19.626202,254,252,4442.448242,2863.116455,103.14514100000001,53,44,1,0
149,0.720965,800,1246,23.579507,62,252,7989.291992,12105.99609,93.228859,80,156,1,0
150,0.650809,2516,268,23.048237,254,252,27842.27148,2753.496094,105.39,252,45,1,0
151,1.09756,792,1140,17.311126,62,252,5196.981934,7478.40625,113.95055500000001,79,114,1,0
152,0.8470270000000001,534,268,17.708999,254,252,4542.948242,2115.63501,146.489,53,45,1,0
153,0.698707,2516,268,21.468227,254,252,25933.61719,2564.737549,117.88,252,45,1,0
154,1.058935,2516,354,16.053865,254,252,17111.53125,2341.975586,141.687141,252,44,1,0
155,0.762124,534,354,22.306081,254,252,5049.047363000001,3254.063721,97.66257,53,44,1,0
156,0.696721,2516,354,24.40001,254,252,26007.54102,3559.531006,90.20828900000001,252,44,1,0
157,1.5522719999999999,822,1120,10.951689,62,252,3813.764648,5050.661133,205.666422,82,140,1,0
158,1.0807719999999998,534,354,15.729496,254,252,3560.417725,2294.6560059999997,140.174578,53,44,1,0
159,0.685279,534,268,21.888895,254,252,5615.230957,2614.993164,108.015,53,45,1,0
160,0.8741610000000001,796,1192,21.735126,62,252,6561.720215,9819.701172,86.87355500000001,80,119,1,0
161,0.6335069999999999,2516,268,23.677717,254,252,28602.68164,2828.697998,112.086602,252,45,1,0
162,0.418529,534,268,35.83981,254,252,9194.105469,4281.662598,66.652203,53,45,1,0
163,9.734114,540,0,1.1300459999999999,254,0,406.816711,0.0,0.0,45,0,6,0
164,9.05373,540,0,1.214969,254,0,437.388794,0.0,0.0,45,0,6,0
165,8.834706,540,0,1.245089,254,0,448.232208,0.0,0.0,45,0,6,0
166,9.05373,540,0,1.214969,254,0,437.388794,0.0,0.0,45,0,6,0
167,8.232217,540,0,1.336214,254,0,481.036896,0.0,0.0,45,0,6,0
168,9.492497,540,0,1.1588100000000001,254,0,417.17157000000003,0.0,0.0,45,0,6,0
169,8.232217,540,0,1.336214,254,0,481.036896,0.0,0.0,45,0,6,0
170,9.492497,540,0,1.1588100000000001,254,0,417.17157000000003,0.0,0.0,45,0,6,0
171,1.139638,534,354,14.917017999999999,254,252,3376.510986,2176.129639,138.379141,53,44,1,0
172,9.734114,540,0,1.1300459999999999,254,0,406.816711,0.0,0.0,45,0,6,0
173,8.834706,540,0,1.245089,254,0,448.232208,0.0,0.0,45,0,6,0
174,6e-06,90,0,166666.6608,254,0,59999996.0,0.0,0.0,45,0,6,0
175,13.982292999999999,450,0,0.643671,254,0,231.721649,0.0,0.0,45,0,6,0
176,20.535067,450,0,0.438275,254,0,157.778885,0.0,0.0,45,0,6,0
177,18.112692000000003,450,0,0.496889,254,0,178.880096,0.0,0.0,45,0,6,0
178,0.500492,2516,268,29.970509999999997,254,252,36204.375,3580.477051,87.089602,252,45,1,0
179,15.328776999999999,450,0,0.5871310000000001,254,0,211.367157,0.0,0.0,45,0,6,0
180,14.958251999999998,450,0,0.601675,254,0,216.602844,0.0,0.0,45,0,6,0
181,13.053721000000001,450,0,0.689459,254,0,248.205078,0.0,0.0,45,0,6,0
182,1.12155,890,1150,18.724088000000002,62,252,5820.516602000001,7382.640137,114.84210900000001,74,115,1,0
183,14.958251999999998,450,0,0.601675,254,0,216.602844,0.0,0.0,45,0,6,0
184,19.106997,450,0,0.47103199999999995,254,0,169.571396,0.0,0.0,45,0,6,0
185,24.755817,450,0,0.363551,254,0,130.878326,0.0,0.0,45,0,6,0
186,23.255651,450,0,0.38700300000000004,254,0,139.320969,0.0,0.0,45,0,6,0
187,22.761001999999998,450,0,0.395413,254,0,142.34874,0.0,0.0,45,0,6,0
188,23.255651,450,0,0.38700300000000004,254,0,139.320969,0.0,0.0,45,0,6,0
189,22.761001999999998,450,0,0.395413,254,0,142.34874,0.0,0.0,45,0,6,0
190,18.44595,450,0,0.487912,254,0,175.648315,0.0,0.0,45,0,6,0
191,24.755817,450,0,0.363551,254,0,130.878326,0.0,0.0,45,0,6,0
192,15.328776999999999,450,0,0.5871310000000001,254,0,211.367157,0.0,0.0,45,0,6,0
193,13.053721000000001,450,0,0.689459,254,0,248.205078,0.0,0.0,45,0,6,0
194,20.535067,450,0,0.438275,254,0,157.778885,0.0,0.0,45,0,6,0
195,21.025787,450,0,0.428046,254,0,154.096481,0.0,0.0,45,0,6,0
196,21.987556,450,0,0.40932199999999996,254,0,147.356079,0.0,0.0,45,0,6,0
197,18.112692000000003,450,0,0.496889,254,0,178.880096,0.0,0.0,45,0,6,0
198,18.44595,450,0,0.487912,254,0,175.648315,0.0,0.0,45,0,6,0
199,21.987556,450,0,0.40932199999999996,254,0,147.356079,0.0,0.0,45,0,6,0
200,21.025787,450,0,0.428046,254,0,154.096481,0.0,0.0,45,0,6,0
201,19.106997,450,0,0.47103199999999995,254,0,169.571396,0.0,0.0,45,0,6,0
202,13.982292999999999,450,0,0.643671,254,0,231.721649,0.0,0.0,45,0,6,0
203,23.333012,360,0,0.300004,254,0,108.001488,0.0,0.0,45,0,6,0
204,23.333012,360,0,0.300004,254,0,108.001488,0.0,0.0,45,0,6,0
205,9e-06,104,0,111111.1072,254,0,46222220.0,0.0,0.0,52,0,2,0
206,25.801886,360,0,0.271298,254,0,97.667282,0.0,0.0,45,0,6,0
207,23.387411,360,0,0.299306,254,0,107.750275,0.0,0.0,45,0,6,0
208,23.660702,360,0,0.295849,254,0,106.50571399999998,0.0,0.0,45,0,6,0
209,25.758748999999998,360,0,0.271752,254,0,97.830841,0.0,0.0,45,0,6,0
210,23.660702,360,0,0.295849,254,0,106.50571399999998,0.0,0.0,45,0,6,0
211,25.758748999999998,360,0,0.271752,254,0,97.830841,0.0,0.0,45,0,6,0
212,23.387411,360,0,0.299306,254,0,107.750275,0.0,0.0,45,0,6,0
213,1e-06,104,0,1000000.003,254,0,416000000.0,0.0,0.0,52,0,2,0
214,1.6735919999999997,810,1250,11.352827,62,252,3484.7204590000006,5377.654785,172.823781,81,125,1,0
215,0.764506,534,268,19.620514,254,252,5033.315918,2343.997314,126.416602,53,45,1,0
216,25.801886,360,0,0.271298,254,0,97.667282,0.0,0.0,45,0,6,0
217,2.185865,2516,354,7.777242,254,252,8289.625,1134.5623779999999,298.511844,252,44,1,0
218,4e-06,90,0,250000.0006,254,0,90000000.0,0.0,0.0,45,0,2,0
219,24.682304000000002,270,0,0.202574,254,0,72.926743,0.0,0.0,45,0,6,0
220,25.819430999999998,270,0,0.193653,254,0,69.714935,0.0,0.0,45,0,6,0
221,3e-06,2120,0,333333.3215,254,0,2826666496.0,0.0,0.0,1060,0,2,0
222,4e-06,90,0,250000.0006,254,0,90000000.0,0.0,0.0,45,0,2,0
223,25.819430999999998,270,0,0.193653,254,0,69.714935,0.0,0.0,45,0,6,0
224,3e-06,2120,0,333333.3215,254,0,2826666496.0,0.0,0.0,1060,0,2,0
225,24.682304000000002,270,0,0.202574,254,0,72.926743,0.0,0.0,45,0,6,0
226,1.429959,534,268,10.489811,254,252,2690.986084,1253.182739,260.45820299999997,53,45,1,0
227,31.542561,180,0,0.09511,254,0,34.239452,0.0,0.0,45,0,6,0
228,29.195513000000002,180,0,0.102756,254,0,36.991985,0.0,0.0,45,0,6,0
229,30.79278,180,0,0.097425,254,0,35.073158,0.0,0.0,45,0,6,0
230,30.79278,180,0,0.097425,254,0,35.073158,0.0,0.0,45,0,6,0
231,27.413933,180,0,0.10943299999999999,254,0,39.396027000000004,0.0,0.0,45,0,6,0
232,31.542561,180,0,0.09511,254,0,34.239452,0.0,0.0,45,0,6,0
233,0.524961,534,268,28.573551000000002,254,252,7330.068359000001,3413.586914,79.221797,53,45,1,0
234,3e-06,104,0,333333.3215,254,0,138666656.0,0.0,0.0,52,0,2,0
235,29.195513000000002,180,0,0.102756,254,0,36.991985,0.0,0.0,45,0,6,0
236,27.413933,180,0,0.10943299999999999,254,0,39.396027000000004,0.0,0.0,45,0,6,0
237,5e-06,90,0,200000.0051,254,0,72000000.0,0.0,0.0,45,0,2,0
238,5e-06,90,0,200000.0051,254,0,72000000.0,0.0,0.0,45,0,2,0
239,1.129944,534,354,15.044994,254,252,3405.4785159999997,2194.799072,150.692859,53,44,1,0
240,1.964566,2516,354,8.653311,254,252,9223.411133,1262.365356,270.640719,252,44,1,0
241,2.349783,888,1370,8.936996,62,252,2771.3198239999997,4197.834473,241.403,74,137,1,0
242,7.000000000000001e-06,104,0,142857.1409,254,0,59428572.0,0.0,0.0,52,0,2,0
243,0.9219870000000001,1280,0,20.607666000000002,254,0,10551.125,0.0,0.0,64,0,2,1
244,0.9219870000000001,1280,0,20.607666000000002,254,0,10551.125,0.0,0.0,64,0,2,1
245,0.9219870000000001,1280,0,20.607666000000002,254,0,10551.125,0.0,0.0,64,0,2,1
246,0.9219870000000001,1280,0,20.607666000000002,254,0,10551.125,0.0,0.0,64,0,2,1
247,9e-06,104,0,111111.1072,254,0,46222220.0,0.0,0.0,52,0,2,1
248,9e-06,156,0,111111.1072,254,0,69333328.0,0.0,0.0,78,0,2,1
249,9e-06,156,0,111111.1072,254,0,69333328.0,0.0,0.0,78,0,2,1
250,9e-06,156,0,111111.1072,254,0,69333328.0,0.0,0.0,78,0,2,1
251,9e-06,156,0,111111.1072,254,0,69333328.0,0.0,0.0,78,0,2,1
252,1.6e-05,196,0,62500.00016,254,0,49000000.0,0.0,0.0,98,0,2,1
253,0.22452399999999997,830,960,75.715734,62,252,26616.30664,29929.98438,30.407428000000003,83,120,1,1
254,0.409782,852,1336,41.485473999999996,62,252,14973.81543,22821.89063,46.374145,85,167,1,1
255,0.258515,1064,268,58.023711999999996,254,252,29646.24805,6931.899414,43.326602,106,45,1,1
256,0.674665,564,354,25.197692,254,252,6023.730469,3675.898438,90.628141,56,44,1,1
257,5.600391,886,5236,4.106856,62,252,1161.347534,6856.664062000001,505.874182,74,436,1,1
258,0.285988,1196,992,59.443053000000006,62,252,30127.13867,24280.73828,37.35,120,124,1,1
259,3e-06,168,0,333333.3215,254,0,224000000.0,0.0,0.0,84,0,2,1
260,0.663844,564,354,25.608426,254,252,6121.92041,3735.8176270000004,87.52443000000001,56,44,1,1
261,0.21731199999999998,1148,268,69.025183,254,252,38065.08594,8246.208008,41.354801,115,45,1,1
262,7.629428999999999,9082,1747118,195.951758,62,252,9476.987305,1830562.25,5.882331,45,1350,1,1
263,0.5023920000000001,938,354,33.838119,254,252,13455.62891,4936.384277,62.081,94,44,1,1
264,0.460161,908,18088,67.367726,62,252,14481.8877,298747.625,21.012526,76,904,1,1
265,9e-06,168,0,111111.1072,254,0,74666664.0,0.0,0.0,84,0,2,1
266,1.244202,3024,0,21.700656,254,0,18749.36719,0.0,0.0,108,0,2,1
267,1.244202,3024,0,21.700656,254,0,18749.36719,0.0,0.0,108,0,2,1
268,1.244202,3024,0,21.700656,254,0,18749.36719,0.0,0.0,108,0,2,1
269,1.244202,3024,0,21.700656,254,0,18749.36719,0.0,0.0,108,0,2,1
270,1.244202,3024,0,21.700656,254,0,18749.36719,0.0,0.0,108,0,2,1
271,0.289402,1134,1074,58.741818,254,252,28223.714839999997,25984.61523,37.544145,113,134,1,1
272,0.6673680000000001,564,354,25.473202,254,252,6089.59375,3716.0908200000003,93.739141,56,44,1,1
273,0.20913299999999999,508,268,71.724692,254,252,17519.95117,8568.709961,32.622801,51,45,1,1
274,0.197552,758,268,75.929377,254,252,27658.54102,9071.029297,33.139398,76,45,1,1
275,8e-06,168,0,125000.0003,254,0,84000000.0,0.0,0.0,84,0,2,1
276,0.483004,566,354,35.196396,254,252,8447.134766,5134.533203,58.820855,57,44,1,1
277,0.5236460000000001,674,268,28.645306,254,252,9273.44043,3422.1591799999997,91.05560200000001,67,45,1,1
278,2.032866,1186,1602,21.152403,62,252,4458.729492,6021.056152,94.474999,54,73,1,1
279,0.727527,364,1628,20.617791,62,252,3507.773438,15669.521480000001,94.951859,46,204,1,1
280,9e-06,168,0,111111.1072,254,0,74666664.0,0.0,0.0,84,0,2,1
281,0.681871,17266,354,39.596933,254,252,192446.9531,3637.051514,88.76143,863,44,1,1
282,0.566928,490,268,26.458384999999996,254,252,6223.012207,3160.89502,91.168203,49,45,1,1
283,0.8338540000000001,738,354,20.387262,254,252,6380.013672,2974.141602,107.523,74,44,1,1
284,0.766293,1506,268,19.574758,254,252,14156.46484,2338.5310059999997,141.455203,151,45,1,1
285,0.583476,1098,268,25.707998,254,252,13560.112309999999,3071.248779,101.297398,110,45,1,1
286,0.625871,3984,268,27.162146999999997,254,252,46680.54688,2863.209717,112.37899999999999,332,45,1,1
287,1.173262,2080,1746,23.012763,254,252,13296.2627,10916.57324,100.93018000000001,130,146,1,1
288,0.451172,490,268,33.246744,254,252,7819.634276999999,3971.877686,72.898602,49,45,1,1
289,0.877186,564,354,19.380154,254,252,4632.99707,2827.222412,116.24356999999999,56,44,1,1
290,0.694908,546,354,24.463669,254,252,5664.059082,3568.8176270000004,91.030711,55,44,1,1
291,0.5344770000000001,546,354,31.806795,254,252,7364.208495999999,4640.049805,69.694859,55,44,1,1
292,0.322297,546,268,46.540921999999995,254,252,12212.33789,5560.088867,56.491199,55,45,1,1
293,0.688948,908,2000,27.57828,62,252,9498.540039,20901.43359,69.235109,91,200,1,1
294,0.537852,484,354,31.607209,254,252,6485.055664,4610.934082,67.185289,48,44,1,1
295,0.7722180000000001,808,1238,24.604451,62,252,7541.911620999999,11551.14258,77.458664,81,124,1,1
296,0.43261700000000003,968,354,39.295727,254,252,16125.11719,5732.553223,54.563145,97,44,1,1
297,0.249214,848,986,68.21446800000001,62,252,24525.10742,27703.09961,32.990285,85,123,1,1
298,0.647249,564,354,26.265008,254,252,6278.881836,3831.601318,91.185859,56,44,1,1
299,0.190223,902,268,78.85481999999999,254,252,34149.39453,9420.522461,36.374199,90,45,1,1
300,0.894891,3178,1784,43.580725,62,252,26997.70117,15152.68262,46.271,159,89,1,1
301,0.998863,948,9872,43.048947,62,252,7216.205078,75774.15625,41.46165,47,411,1,1
302,0.282722,844,1094,60.129740000000005,62,252,21505.22461,27107.902339999997,36.054,84,137,1,1
